assignment_id,agreement,image,most_common_class,most_common_verdict,verdicts,classes,final_verdict,comment
00022bd050--6376959dee7d356a0869c2d4,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d7490f5d-d616-4c4a-ab7f-e447b00fd728.jpg,knife,yes,"Counter({'yes': 5, 'other': 1})","Counter({'knife': 5, 'other': 1})",ACCEPT,good job
00022bd050--637695a1aabecc6bd16f7dd3,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6d49e19d-a71e-4714-9f05-45e0c0b0370d.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--637695a9ea9fec14e37b00b5,0.5,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1ad91819-ad44-45cf-b16d-86bae8b98eeb.jpg,glass,yes,"Counter({'yes': 3, 'internet': 3})","Counter({'glass': 3, 'other': 3})",ACCEPT,good job
00022bd050--637695af56a5a54ced730f91,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.90d730a3-f17a-4f7b-bbf6-bc04f2af0171.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637695afea9fec14e37b01c7,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bec99326-f1cc-4bab-a056-845863169cff.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--637695b219b2bc661e1ed754,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bb8b66f1-fce3-4beb-aa61-621378a74eb7.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695b78ccdeb4a26d4a254,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4e90694b-34bd-4313-98aa-bef27e53581f.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695c58cae8c05c8193900,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.740f2227-f3a7-403a-bc09-e14b1995efe8.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695c8b58f5e17ab56d701,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2e86ecac-db83-4e95-b3b4-1c7f0f687851.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637695c919c2d72a00a68b8a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.984e7415-10e4-4c6a-ab67-55d64631bcde.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637695c98feaf022830f746e,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.eaa88376-2e84-49c8-985a-c77074d7ad69.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--637695ccb1ad940367f1b3a1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7f0b4020-7e8b-4815-bcbb-d4a1779912d3.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695ccc9e3e243ce881375,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.02d7e3f5-3b99-4917-b3ac-a735749cf93b.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--637695ceea9fec14e37b06b6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.047d6a02-2a9f-40f9-8413-b70548c6c0fb.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695cfbdfa5861cdf02e73,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9df96335-e860-471c-9ee1-8f8bb9aa9a11.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695cfbdfa5861cdf02e77,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.987ba000-448b-43a9-9de7-dec40a8943ca.jpg,other,yes,Counter({'yes': 6}),Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--637695d0ea9fec14e37b0700,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f4f9c9c0-969f-4cfc-90b4-871c4107a71e.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637695d1ea9fec14e37b0737,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.192c4ae9-974c-425b-b6ee-7f00964041da.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--637695d27545ab02b681b17f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3b8abd90-a3e1-4b97-9511-7badec5668b0.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--637695dbb88cb76558c178ef,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4f9c152c-3c51-44b5-846f-42585611cbeb.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 4, 'other': 2})",ACCEPT,good job
00022bd050--637695df801461320b5c549c,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.63936eea-dc69-4d21-8a9f-a17264a621c8.jpg,cup,yes,"Counter({'yes': 5, 'internet': 1})","Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637695e066569428530cb404,0.5,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6003befb-7bc8-480f-bd6f-7d1a8e77917b.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 3, 'cup': 3})",ACCEPT,good job
00022bd050--637695e256a5a54ced7318ef,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.06ac687c-5fa7-4a09-ae0c-d6e91a491110.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637695e5ea9fec14e37b0a96,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.299bd5aa-5a3e-485b-9a8b-88a8c4502ac9.jpg,other,yes,"Counter({'yes': 4, 'other': 2})","Counter({'other': 5, 'cup': 1})",REJECT,doesn't satisfy the requrements
00022bd050--637695e856a5a54ced7319e3,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.36151032-07db-4c51-808a-fdad85fa0ebe.jpg,spoon,yes,Counter({'yes': 6}),"Counter({'spoon': 5, 'cup': 1})",ACCEPT,good job
00022bd050--637695ea8ab0c64deb658501,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.15d25006-a2d6-4adc-a4a0-3119e9a3e1f6.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637695f06b2d840c16ea0882,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a76c9857-89ac-4c20-8e7e-79ee047c834c.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--637695f0ea9fec14e37b0c33,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a80f99f3-6230-487d-9294-51f939b75880.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--637695f256a5a54ced731c92,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b4a56581-efb3-4f75-b626-56ccc44cdbfa.jpg,other,yes,"Counter({'yes': 5, 'other': 1})","Counter({'other': 5, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--637695f39376542ef77d0b68,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6e71c37b-4fd7-41b3-a62c-ae0c08b5ec18.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695f58cae8c05c8193a6d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0a1ddd8f-ae9b-4030-a9e2-825a7d2c9cf1.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695fc56a5a54ced731e0e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.287ff4ba-b663-4718-ad39-439d0f2ee74a.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637695ffee7d356a0869c673,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.edeac782-37da-4b86-9823-329f9fcc7a58.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769600b1ad940367f1b57f,0.5,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a9a16c94-e54a-49ac-b2ca-f226426cdcac.jpg,other,yes,"Counter({'yes': 5, 'other': 1})","Counter({'other': 3, 'glass': 3})",REJECT,doesn't satisfy the requrements
00022bd050--6376960256a5a54ced731f40,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.74d10f84-4eb2-4f5a-baa1-8203266ed239.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769607659b1069108505a1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d0a2a51a-3b81-4ddb-a8b5-9ab369c817ba.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637696078feaf022830f7703,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6e8e95ea-f629-47f5-85c6-09b1bfa71ed8.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'plate': 1})",ACCEPT,good job
00022bd050--63769608441f157a2a44066e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d4b5bc0f-c168-4769-8f4c-21a84e6163e3.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--6376960bb88cb76558c17a9a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d20a3ba3-cd11-485b-9fa0-d9dbb0b383f4.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769610ea9fec14e37b10da,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1256d43a-5776-40bf-a35e-aae3c9687779.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769611ea9fec14e37b10ff,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.427ee71e-a2c5-48fb-84fe-e077fee01817.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--6376961219c2d72a00a68d74,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9105bb4c-1c89-41e1-9189-a96f91b6ebdb.jpg,fork,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'fork': 6}),ACCEPT,good job
00022bd050--637696131455e654a91a62e3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.942ebc52-3897-4791-9dae-ec1f2ce51d55.jpg,plate,internet,"Counter({'internet': 4, 'yes': 2})",Counter({'plate': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769614ea9fec14e37b1158,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.79ef84ba-87a0-4584-b9a7-edf869e8f9bc.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--6376961556a5a54ced732185,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9a1787f7-ece3-4d97-9d20-6bb25bcca404.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769615b2c0c25adcd30a8f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d1969e0b-1c44-4b96-b9ce-a009ddb1312e.jpg,glass,yes,Counter({'yes': 6}),Counter({'glass': 6}),ACCEPT,good job
00022bd050--63769617bdfa5861cdf03040,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.204b193a-c179-4496-bd9c-0626d7e1b2db.jpg,other,internet,"Counter({'internet': 3, 'yes': 2, 'other': 1})","Counter({'other': 4, 'plate': 2})",REJECT,doesn't satisfy the requrements
00022bd050--6376961956a5a54ced732215,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2cc498ed-49f5-49cb-bf56-71a16f12bd75.jpg,glass,internet,"Counter({'internet': 5, 'yes': 1})",Counter({'glass': 6}),REJECT,doesn't satisfy the requrements
00022bd050--6376961a56a5a54ced73221d,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ce1e9d9c-877e-4683-9d5c-59e8225202f7.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--6376961a8feaf022830f7727,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3ea91838-1186-47fc-85ad-8dc22ee1303f.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--6376961edb0e8f36d8e27b2b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e37e9746-d2d3-4b38-9031-ec38d33480bd.jpg,glass,yes,Counter({'yes': 6}),Counter({'glass': 6}),ACCEPT,good job
00022bd050--6376962bee7d356a0869c7b1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.04bd4d09-2281-4166-9ee7-5718a903682d.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--6376962d8897471c9a8643f3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.96f81700-ed91-4f78-a1c7-f6d1a497724e.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--6376962f8408eb4b9998f066,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b56dfe75-ef38-404f-bba1-bc91f2d01ee9.jpg,fork,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769630f63f4544851cd360,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.57a23034-69cb-4b6e-b13d-fca954032ac5.jpg,plate,yes,"Counter({'yes': 4, 'other': 2})",Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769637db0e8f36d8e27bb6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.03f78b7f-adc7-49bf-ae34-714a85286227.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637696388ab0c64deb6587a5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.96c4fb92-3c4c-47f7-9433-c5352e6732a4.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--6376963a7545ab02b681b437,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.170e7720-2dfd-4e18-82a5-f20d390c4793.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--6376963f7545ab02b681b440,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3be4b30e-b9b2-4c99-b6fa-4ae2574e76f3.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769640e3847d75ff7c4ddb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.473982c0-6d1f-40c1-a537-a57d4daca551.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--637696428ccdeb4a26d4a587,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.caa4fb13-e9d9-48d0-8a9f-05ed6090b773.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769642b58f5e17ab56db0a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3dc608c5-56b5-46d3-8e2c-33ee48848438.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769642ea9fec14e37b194f,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.17bd470d-8d80-4aba-919d-fdf02e84e526.jpg,plate,yes,"Counter({'yes': 4, 'other': 2})","Counter({'plate': 5, 'other': 1})",ACCEPT,good job
00022bd050--63769643801461320b5c5775,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7ede4629-236e-4fac-a74d-1c2125eb4763.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769645ea9fec14e37b1a4c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.98bbb75d-fbd0-4016-b4ae-3b1eb3bf5f78.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--6376964b8897471c9a8644eb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2190da41-7704-4594-ae93-554d6d5c0e67.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--6376964bb58f5e17ab56db48,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.aea87982-fe8b-460e-9949-4f12b90135d4.jpg,glass,yes,Counter({'yes': 6}),Counter({'glass': 6}),ACCEPT,good job
00022bd050--6376964cea9fec14e37b1c14,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9d44aa4b-25ad-4567-a812-8c3a62d1856c.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769755d3c878690bc9bf06,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6354effd-6589-47c8-87cd-f69eb4725912.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--6376975eea9fec14e37b4ada,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.aa396628-0475-4add-9ca2-d0fac71edebf.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 4, 'other': 1, 'glass': 1})",ACCEPT,good job
00022bd050--637697697545ab02b681bd4b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0e223e2f-5f50-4fa4-b604-110ea80f658f.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--6376976bea9fec14e37b4d43,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.75c0b997-ff9f-428d-8f09-e7ce0be138b4.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 4, 'plate': 1, 'glass': 1})",ACCEPT,good job
00022bd050--63769771ea9fec14e37b4e06,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e02b25af-28b3-4206-9db4-80877fbf09ed.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769774838d5353368ff7ab,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cb785f17-eb7c-426f-8c84-d6d2621b27ba.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--637697809376542ef77d1831,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7755c995-f675-4f1a-a670-4508faf4f711.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637697827adbfb533ecf1a00,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b54583a1-c817-4067-a37d-4f23c1fa2bdb.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769789b88cb76558c1855a,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a68a09f6-8deb-4497-9db1-1508ff930ff6.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--6376979156a5a54ced736225,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b70ebb47-6618-4211-adbe-7bcef6ea78b6.jpg,knife,yes,Counter({'yes': 6}),"Counter({'knife': 5, 'plate': 1})",ACCEPT,good job
00022bd050--637697952e3a4b54f60b55c2,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.998e39bb-f2d2-4b0c-b188-9a8f81b293a7.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769795db0e8f36d8e2864d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7236f609-5f21-486d-aa40-561c39f690a1.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769796b04cf443263d7147,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.726538c6-c209-432f-98d4-3fb1dfb753a7.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--637697a0ea9fec14e37b5662,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c8eb4be0-9ee4-4bf8-9a03-9fbc8b19938e.jpg,glass,internet,"Counter({'internet': 4, 'yes': 2})",Counter({'glass': 6}),REJECT,doesn't satisfy the requrements
00022bd050--637697a3bdfa5861cdf03b9f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b79ebc50-2ab7-4a7a-b6b8-56850494c3e7.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--637697ae3501693ae6552442,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.75336731-03c4-48c9-9775-bd99d4319a6e.jpg,cup,internet,"Counter({'internet': 4, 'yes': 2})",Counter({'cup': 6}),REJECT,doesn't satisfy the requrements
00022bd050--637697aff63f4544851cdfc6,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.85cad773-3046-4b38-a881-bbe8461c722a.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--637697b1441f157a2a4412ce,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.96700d6e-ae4f-457c-8020-90801e0f7150.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--637697b919c2d72a00a69ad7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c89b95c5-1537-4927-91d7-61179c03c4a9.jpg,spoon,internet,"Counter({'internet': 4, 'yes': 2})",Counter({'spoon': 6}),REJECT,doesn't satisfy the requrements
00022bd050--637697c17545ab02b681c00d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a6168c78-972d-47ff-b334-3c8215ac6762.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--637697c1ea9fec14e37b5b3c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8402a20a-7d80-499c-b2ff-dc88fd12ed7a.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--637697c219b2bc661e1ee5d8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.218db386-43e6-41bb-acea-275318e10366.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--637697cbea9fec14e37b5d88,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.89c859e6-4b60-4881-ab53-58279327ab12.jpg,fork,internet,"Counter({'internet': 4, 'yes': 2})",Counter({'fork': 6}),REJECT,doesn't satisfy the requrements
00022bd050--637697d256a5a54ced736c9a,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d689e9f4-375f-43c2-b542-f7ddfffff066.jpg,other,yes,Counter({'yes': 6}),"Counter({'other': 5, 'glass': 1})",REJECT,doesn't satisfy the requrements
00022bd050--637697d719c2d72a00a69b9b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3d614cda-90d2-43cd-ad52-0068f566efe1.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
